ds,power,wetbulb_temperature,humidity
2023-06-27 18:48:00,862.2595410943031,84.56,77.74166870117188
2023-06-27 18:49:00,862.099548637867,84.485,77.71250025431316
2023-06-27 18:50:00,857.6506281495094,84.125,76.85000165303548
2023-06-27 18:51:00,858.9537938833237,84.29,77.39583333333333
2023-06-27 18:52:00,860.341402888298,84.27499999999999,77.51249885559082
2023-06-27 18:53:00,860.5718626976013,84.215,77.24166488647461
2023-06-27 18:54:00,857.8535087108612,84.05,77.06249809265137
2023-06-27 18:55:00,856.6525422334671,84.125,77.40000089009602
2023-06-27 18:56:00,858.2737594842911,84.14,77.75
2023-06-27 18:57:00,853.8521413803101,84.2,78.19583447774251
2023-06-27 18:58:00,854.7498108148575,84.365,78.70833396911621
2023-06-27 18:59:00,851.7205619215965,84.29,78.6291675567627
2023-06-27 19:00:00,851.0420279502869,84.26,78.94166564941406
2023-06-27 19:01:00,850.6251236200333,84.395,79.37083371480306
2023-06-27 19:02:00,848.8054325943813,84.215,79.4166653951009
2023-06-27 19:03:00,849.6966755809262,84.335,79.64999771118164
2023-06-27 19:04:00,850.9959810278378,84.14,79.14583206176758
2023-06-27 19:05:00,849.7123396967072,84.05,79.28333473205566
2023-06-27 19:06:00,848.3373452683445,84.2,79.67083231608073
2023-06-27 19:07:00,846.8969292861875,84.125,79.52083333333333
2023-06-27 19:08:00,846.2199172009714,84.23,80.11666361490886
2023-06-27 19:09:00,848.6988719254732,84.38,80.49166742960612
2023-06-27 19:10:00,846.5011864318512,84.125,79.66666412353516
2023-06-27 19:11:00,846.7950300350785,84.02,79.39166450500488
2023-06-27 19:12:00,849.5529687709641,84.095,79.81666564941406
2023-06-27 19:13:00,849.4676279060077,84.27499999999999,80.49583498636882
2023-06-27 19:14:00,844.9313085554168,84.29,80.66250165303548
2023-06-27 19:15:00,845.6479370936286,84.38,80.7708346048991
2023-06-27 19:16:00,848.6093670004047,84.365,81.03333346048991
2023-06-27 19:17:00,848.6035858988762,84.515,81.59583282470703
2023-06-27 19:18:00,848.8070311546326,84.44,81.49999936421712
2023-06-27 19:19:00,847.5373635292053,84.38,81.44583320617676
2023-06-27 19:20:00,847.3106024861336,84.515,81.93333180745442
2023-06-27 19:21:00,843.487931728363,84.32000000000001,81.38333384195964
2023-06-27 19:22:00,843.7715411186218,84.065,80.72916793823242
2023-06-27 19:23:00,842.9822081923485,84.05,80.72916603088379
2023-06-27 19:24:00,840.7131869792938,84.14,80.86249987284343
2023-06-27 19:25:00,841.5230203866959,84.125,81.0625
2023-06-27 19:26:00,841.2199703454971,84.08,81.24583180745442
2023-06-27 19:27:00,839.0760431885719,84.095,81.30833625793457
2023-06-27 19:28:00,835.7894983887672,83.89999999999999,80.6125005086263
2023-06-27 19:29:00,834.0488908290863,83.94500000000001,80.86666679382324
2023-06-27 19:30:00,832.1273122429848,84.02,81.2249984741211
2023-06-27 19:31:00,831.5378832817078,84.095,81.29166475931804
2023-06-27 19:32:00,830.4170035943389,84.065,81.42916742960612
2023-06-27 19:33:00,827.3290570313111,84.035,81.21250089009602
2023-06-27 19:34:00,828.5300094301347,84.095,81.66250228881836
2023-06-27 19:35:00,826.6400085401256,84.065,81.59166781107585
2023-06-27 19:36:00,828.3804020499811,84.005,81.48750114440918
2023-06-27 19:37:00,826.0968317328952,84.155,82.02083269755046
2023-06-27 19:38:00,828.1054096221924,84.23,82.42499860127766
2023-06-27 19:39:00,825.9376584407873,84.30499999999999,82.45833269755046
2023-06-27 19:40:00,826.1808748771437,84.035,81.74583371480306
2023-06-27 19:41:00,827.5573335818481,84.065,81.99583117167155
2023-06-27 19:42:00,549.3178492966108,84.26,82.64166831970215
2023-06-27 19:43:00,516.8861185405403,84.38,83.14583333333333
2023-06-27 19:44:00,488.5791145307012,84.38,83.15833409627278
2023-06-27 19:45:00,493.4320298556704,84.455,83.32499758402507
2023-06-27 19:46:00,535.0142929756548,84.365,83.20416768391927
2023-06-27 19:47:00,542.8967526396737,84.32,83.28749974568684
2023-06-27 19:48:00,553.9274904043414,84.38,83.32083384195964
2023-06-27 19:49:00,566.9571485212073,84.38,83.51666768391927
2023-06-27 19:50:00,571.5585257452913,84.30499999999999,83.2916653951009
2023-06-27 19:51:00,585.8214401006699,84.38,83.7083346048991
2023-06-27 19:52:00,592.5180654525757,84.30499999999999,83.62916692097981
2023-06-27 19:53:00,596.1583602428436,84.2,83.33333269755046
2023-06-27 19:54:00,597.1394721269608,84.215,83.52916653951009
2023-06-27 19:55:00,600.6787557005882,84.38,83.99166806538899
2023-06-27 19:56:00,600.6166104674339,84.38,83.8625005086263
2023-06-27 19:57:00,588.6727435588837,84.38,83.80833435058594
2023-06-27 19:58:00,588.9936573505402,84.30499999999999,83.71666781107585
2023-06-27 19:59:00,588.2714745402336,84.17,83.6708329518636
2023-06-27 20:00:00,586.4002579450607,84.2,83.84583218892415
2023-06-27 20:01:00,585.956162750721,84.2,84.07916514078777
2023-06-27 20:02:00,586.8512628674507,84.2,84.03750038146973
2023-06-27 20:03:00,587.6352887153625,84.17,84.09583346048991
2023-06-27 20:04:00,591.0785093307495,84.035,83.79583231608073
2023-06-27 20:05:00,594.3109755474143,84.02,83.9208329518636
2023-06-27 20:06:00,597.7359939157031,84.02,84.07083257039388
2023-06-27 20:07:00,600.7867078376003,83.96,83.7375005086263
2023-06-27 20:08:00,600.198163236957,83.75,83.53333473205566
2023-06-27 20:09:00,604.2293465193361,83.66,83.50416692097981
2023-06-27 20:10:00,605.5991009760182,83.66,83.5
2023-06-27 20:11:00,606.3188656701241,83.66,83.40416272481282
2023-06-27 20:12:00,606.2829877461772,83.69,83.52499961853027
2023-06-27 20:13:00,607.1759646413848,83.795,83.83333269755046
2023-06-27 20:14:00,608.400142909959,83.81,83.84583473205566
2023-06-27 20:15:00,609.6322367456742,83.765,83.66250038146973
2023-06-27 20:16:00,609.9870688552037,83.675,83.64166768391927
2023-06-27 20:17:00,611.4816903155297,83.825,83.88333257039388
2023-06-27 20:18:00,609.5960447129328,83.78,83.8541685740153
2023-06-27 20:19:00,608.9792000218295,83.78,83.92499923706055
2023-06-27 20:20:00,605.8102938497905,83.825,84.125
2023-06-27 20:21:00,601.9544176876079,83.675,83.99999936421712
2023-06-27 20:22:00,601.4163931130897,83.78,84.16666603088379
2023-06-27 20:23:00,600.0298709718045,83.69,84.16666603088379
2023-06-27 20:24:00,598.9403510938864,83.66,84.1374994913737
2023-06-27 20:25:00,600.2897005677223,83.675,84.24166615804036
2023-06-27 20:26:00,596.7540783286095,83.645,84.05416806538899
2023-06-27 20:27:00,596.6951724290848,83.585,84.17500114440918
2023-06-27 20:28:00,595.9313570261002,83.55499999999999,84.13333447774251
2023-06-27 20:29:00,596.2761904001236,83.51,83.93749809265137
2023-06-27 20:30:00,593.2189267873764,83.525,84.20833269755046
2023-06-27 20:31:00,592.3765379786491,83.66,84.32916641235352
2023-06-27 20:32:00,592.0524357557297,83.585,84.18749809265137
2023-06-27 20:33:00,590.2922076582909,83.66,84.29166793823242
2023-06-27 20:34:00,590.9319942593575,83.525,84.2916685740153
2023-06-27 20:35:00,589.289119541645,83.54,84.40416781107585
2023-06-27 20:36:00,587.2227545380592,83.645,84.65833218892415
2023-06-27 20:37:00,587.5510677099228,83.615,84.54583422342937
2023-06-27 20:38:00,586.1121141910553,83.54,84.45416450500488
2023-06-27 20:39:00,584.7706176887732,83.48,84.27083333333333
2023-06-27 20:40:00,583.4188020280562,83.48,84.27083269755046
2023-06-27 20:41:00,580.8483715029433,83.495,84.55416679382324
2023-06-27 20:42:00,574.2952316799201,83.495,84.81666628519694
2023-06-27 20:43:00,552.9914387254976,83.48,84.67499987284343
2023-06-27 20:44:00,539.2260965704918,83.48,84.63750076293945
2023-06-27 20:45:00,526.366877512075,83.48,84.71666781107585
2023-06-27 20:46:00,514.2095438870601,83.615,85.06249872843425
2023-06-27 20:47:00,504.0588329327293,83.525,84.86666679382324
2023-06-27 20:48:00,496.3587580805179,83.48,84.68749809265137
2023-06-27 20:49:00,490.3972430466674,83.48,84.5875015258789
2023-06-27 20:50:00,481.7548393823672,83.615,85.00833511352539
2023-06-27 20:51:00,476.799442385789,83.66,85.0791670481364
2023-06-27 20:52:00,464.0305123711005,83.495,84.91666666666667
2023-06-27 20:53:00,461.89922704873607,83.48,84.95416577657063
2023-06-27 20:54:00,459.498492624145,83.60000000000001,85.07083320617676
2023-06-27 20:55:00,369.71230351622216,83.55499999999999,85.09166590372722
2023-06-27 20:56:00,238.6752107350621,83.48,85.01250076293945
2023-06-27 20:57:00,190.08333888999184,83.48,84.90000025431316
2023-06-27 20:58:00,183.79937523440455,83.465,84.89583396911621
2023-06-27 20:59:00,185.6556059718132,83.465,85.03333282470703
2023-06-27 21:00:00,185.51378071308136,83.54,85.21666463216145
2023-06-27 21:01:00,186.49372643232343,83.48,85.02916653951009
2023-06-27 21:02:00,189.63363015651703,83.48,84.97500101725261
2023-06-27 21:03:00,193.285806953907,83.495,85.17499923706055
2023-06-27 21:04:00,195.5403044223785,83.465,85.05833562215169
2023-06-27 21:05:00,199.0291705727577,83.405,85.07916831970215
2023-06-27 21:06:00,199.1154639814049,83.315,84.99166615804036
2023-06-27 21:07:00,201.1055353283882,83.3,85.01666768391927
2023-06-27 21:08:00,202.18644875101745,83.3,85.00416692097981
2023-06-27 21:09:00,203.9081670641899,83.42,85.08749961853027
2023-06-27 21:10:00,205.14585763588548,83.435,85.07916641235352
2023-06-27 21:11:00,205.6786308605224,83.3,84.78333282470703
2023-06-27 21:13:00,207.63487018761225,83.3,84.70833079020183
2023-06-27 21:14:00,208.06022297567688,83.3,84.75416692097981
2023-06-27 21:15:00,207.36446855193932,83.27,84.72499974568684
2023-06-27 21:16:00,206.82898504147303,83.15,84.5666675567627
2023-06-27 21:17:00,206.87892281846143,83.12,84.47500038146973
2023-06-27 21:18:00,206.42240608436987,83.12,84.43333307902019
2023-06-27 21:19:00,206.4356817340013,83.12,84.454163869222
2023-06-27 21:20:00,206.57028697710484,83.135,84.53749974568684
2023-06-27 21:21:00,207.1113056833856,83.21,84.79166730244954
2023-06-27 21:22:00,207.7821682910435,83.12,84.62083371480306
2023-06-27 21:23:00,196.8318217820488,83.12,84.52500025431316
2023-06-27 21:24:00,196.4607557002455,83.12,84.6833324432373
2023-06-27 21:25:00,195.6725529988762,83.165,84.77083269755046
2023-06-27 21:26:00,196.1761732501909,83.15,84.69583384195964
2023-06-27 21:27:00,195.115656437818,83.12,84.5875015258789
2023-06-27 21:28:00,194.4124810011126,83.12,84.62916692097981
2023-06-27 21:29:00,195.35407131002285,83.12,84.5999984741211
2023-06-27 21:30:00,194.7693019916769,83.12,84.59583282470703
2023-06-27 21:31:00,194.4692210245412,83.12,84.54583485921223
2023-06-27 21:32:00,194.5642444055993,83.12,84.67499860127766
2023-06-27 21:33:00,193.979245638242,83.105,84.58749961853027
2023-06-27 21:34:00,195.26363575458527,83.12,84.59166590372722
2023-06-27 21:35:00,194.9875445961952,83.12,84.78749910990398
2023-06-27 21:36:00,195.2156541347504,83.135,84.83750025431316
2023-06-27 21:37:00,194.76987409591675,83.12,84.85416730244954
2023-06-27 21:38:00,193.151605325751,83.12,84.70416641235352
2023-06-27 21:39:00,193.1355623975396,83.12,84.89583396911621
2023-06-27 21:40:00,192.6069166408852,83.12,84.83333333333333
2023-06-27 21:41:00,192.57791194319725,82.985,84.75833384195964
2023-06-27 21:42:00,191.7692263759673,83.105,84.80000305175781
2023-06-27 21:43:00,190.9647765373811,83.12,84.87916692097981
2023-06-27 21:44:00,191.44092809129504,83.12,84.8541653951009
2023-06-27 21:45:00,191.5631202403456,83.105,84.82500076293945
2023-06-27 21:46:00,191.0238548591733,83.105,84.92499860127766
2023-06-27 21:47:00,189.58466636529192,83.12,84.98750114440918
2023-06-27 21:48:00,188.34051678935063,83.12,85.14583269755046
2023-06-27 21:49:00,188.1172525458969,83.12,84.94583320617676
2023-06-27 21:50:00,188.20973107614557,83.105,84.93333435058594
2023-06-27 21:51:00,188.0655668342952,83.12,85.07916831970215
2023-06-27 21:52:00,187.5709033217281,83.12,85.07916641235352
2023-06-27 21:53:00,187.74033854249865,83.0,85.02916653951009
2023-06-27 21:54:00,187.31538946577348,83.06,85.10833422342937
2023-06-27 21:55:00,186.698944513686,83.12,85.22499910990398
2023-06-27 21:56:00,186.40969830052927,82.94,85.12083307902019
2023-06-27 21:57:00,186.3424584208988,82.94,85.16249910990398
2023-06-27 21:58:00,186.0719567714259,82.94,85.17499860127766
2023-06-27 21:59:00,187.660052443156,82.94,85.1833324432373
2023-06-27 22:00:00,187.58301321812905,83.015,85.23333422342937
2023-06-27 22:01:00,187.23748448840345,83.12,85.38333511352539
2023-06-27 22:02:00,187.14787419419736,83.12,85.34583600362141
2023-06-27 22:03:00,186.45865642745048,83.105,85.2291653951009
2023-06-27 22:04:00,186.8430779336486,82.97,85.22083218892415
2023-06-27 22:05:00,186.92687118751928,83.015,85.25833511352539
2023-06-27 22:06:00,186.213012133725,82.97,85.19583257039388
2023-06-27 22:07:00,186.9053806883749,82.94,85.0999984741211
2023-06-27 22:08:00,188.22781866788864,82.94,85.03333536783855
2023-06-27 22:09:00,187.9083970785141,82.94,85.09999974568684
2023-06-27 22:10:00,188.4891155958176,83.03,85.18750254313152
2023-06-27 22:11:00,188.19309598207477,82.94,85.10000038146973
2023-06-27 22:12:00,187.99795711040497,82.94,85.11249987284343
2023-06-27 22:13:00,188.6261494755745,82.97,85.19166692097981
2023-06-27 22:14:00,189.1036731600761,82.925,84.87916692097981
2023-06-27 22:15:00,188.31342745618892,82.94,84.91666666666667
2023-06-27 22:16:00,188.4129346027039,82.775,84.83333206176758
2023-06-27 22:17:00,188.18958912137896,82.79,84.85416793823242
2023-06-27 22:18:00,188.21003424935043,82.88,85.0166670481364
2023-06-27 22:19:00,187.60167628107592,82.925,85.06666819254558
2023-06-27 22:20:00,187.91788619710127,82.865,85.11249923706055
2023-06-27 22:21:00,187.5622548758984,82.775,85.11249860127766
2023-06-27 22:22:00,186.38117249729112,82.865,85.21666463216145
2023-06-27 22:23:00,185.6149956129957,82.88,85.18333180745442
2023-06-27 22:24:00,186.4905975202564,82.88,85.204163869222
2023-06-27 22:25:00,185.84110220638104,82.88,85.24583307902019
2023-06-27 22:26:00,185.50276647275317,82.805,85.2249984741211
2023-06-27 22:27:00,185.77045386401005,82.775,85.29583485921223
2023-06-27 22:28:00,185.5945986113511,82.94,85.4749984741211
2023-06-27 22:29:00,185.5208410394844,82.85000000000001,85.34583918253581
2023-06-27 22:30:00,185.74494930845685,82.865,85.40416781107585
2023-06-27 22:31:00,185.94088228885084,82.94,85.45416641235352
2023-06-27 22:32:00,185.6734059704468,82.94,85.56250063578288
2023-06-27 22:33:00,186.0628279668745,82.94,85.5208346048991
2023-06-27 22:34:00,185.9758969405666,82.94,85.51250076293945
2023-06-27 22:35:00,185.652773343958,82.94,85.59583409627278
2023-06-27 22:36:00,186.93413159856573,82.925,85.45000012715657
2023-06-27 22:37:00,185.817008957034,82.94,85.58750089009602
2023-06-27 22:38:00,185.134182948852,82.94,85.5791670481364
2023-06-27 22:39:00,186.16213985625652,82.94,85.70416641235352
2023-06-27 22:40:00,185.520578999538,82.94,85.63750076293945
2023-06-27 22:41:00,185.3237694997806,82.925,85.59166781107585
2023-06-27 22:42:00,188.56461327755824,82.94,85.7291653951009
2023-06-27 22:43:00,184.63818335533145,82.925,85.7333329518636
2023-06-27 22:44:00,183.0899143815041,82.94,85.75
2023-06-27 22:45:00,181.8397606015205,82.895,85.70416641235352
2023-06-27 22:46:00,181.00350975990293,82.79,85.65416717529297
2023-06-27 22:47:00,179.13933193683624,82.865,85.7041670481364
2023-06-27 22:48:00,177.45298790931702,82.94,85.79583485921223
2023-06-27 22:49:00,176.26740890741348,82.94,85.80416742960612
2023-06-27 22:50:00,175.20010429620743,82.94,85.8499984741211
2023-06-27 22:51:00,174.44139689207077,82.94,85.7249984741211
2023-06-27 22:52:00,174.1120777130127,82.94,85.87499809265137
2023-06-27 22:53:00,173.74678426980972,82.94,85.89582824707031
2023-06-27 22:54:00,173.0051972270012,82.94,85.8083324432373
2023-06-27 22:55:00,172.4327894449234,82.94,85.76250076293945
2023-06-27 22:56:00,172.96249049901962,82.94,85.74583307902019
2023-06-27 22:57:00,171.68037866381928,82.94,85.76250076293945
2023-06-27 22:58:00,172.36822575097904,82.925,85.85833231608073
2023-06-27 22:59:00,172.04408309259452,82.925,85.8541653951009
2023-06-27 23:00:00,172.11540049267933,82.88,85.78333473205566
2023-06-27 23:01:00,171.28160944744013,82.925,85.74583307902019
2023-06-27 23:02:00,171.7524359561503,82.94,85.77916844685872
2023-06-27 23:03:00,171.96587508986704,82.91,85.85416475931804
2023-06-27 23:04:00,172.572031699121,82.91,85.80000178019206
2023-06-27 23:05:00,173.0292730196379,82.805,85.79999987284343
2023-06-27 23:06:00,173.30745036620647,82.79,85.87082990010579
2023-06-27 23:07:00,177.04827366909012,82.805,85.82500076293945
2023-06-27 23:08:00,177.49119052500464,82.775,85.81249936421712
2023-06-27 23:09:00,176.9537370344624,82.94,85.98333231608073
2023-06-27 23:10:00,176.3486629857216,82.94,85.96666463216145
2023-06-27 23:11:00,177.38844706164673,82.94,86.00833384195964
2023-06-27 23:12:00,177.5363112874329,82.94,86.01250076293945
2023-06-27 23:13:00,177.6752265524119,83.015,86.07500076293945
2023-06-27 23:14:00,177.7962990894448,82.985,86.02500025431316
2023-06-27 23:15:00,177.79144089994952,82.985,86.09583282470703
2023-06-27 23:16:00,177.61396912205964,83.12,86.204163869222
2023-06-27 23:17:00,177.96552158519626,83.075,86.11666679382324
2023-06-27 23:18:00,178.6311469078064,82.94,85.97083155314128
2023-06-27 23:19:00,179.0534581542015,82.94,86.03750228881836
2023-06-27 23:20:00,178.56204771995544,82.94,86.00833384195964
2023-06-27 23:21:00,179.27673959732056,82.94,85.98749923706055
2023-06-27 23:22:00,179.4158021211624,82.91,86.0
2023-06-27 23:23:00,178.81417101621628,82.94,85.96249771118164
2023-06-27 23:24:00,178.57057750225067,82.76,85.96249771118164
2023-06-27 23:25:00,178.08133274316788,82.76,86.00833384195964
2023-06-27 23:26:00,178.2348491549492,82.76,85.99583307902019
2023-06-27 23:27:00,178.07634556293488,82.79,85.96249771118164
2023-06-27 23:28:00,178.0055023431778,82.925,86.17916615804036
2023-06-27 23:29:00,178.31983214616776,82.895,86.14166641235352
2023-06-27 23:30:00,178.39989227056503,82.895,86.10833231608073
2023-06-27 23:31:00,178.02021265029907,82.82000000000001,86.16250038146973
2023-06-27 23:32:00,176.374277245719,82.94,86.19999694824219
2023-06-27 23:33:00,176.4211501753889,82.91,86.19999821980794
2023-06-27 23:34:00,175.88191030616872,82.97,86.27916653951009
2023-06-27 23:35:00,175.7985758916475,83.045,86.37499936421712
2023-06-27 23:36:00,175.19801568076946,83.105,86.51250076293945
2023-06-27 23:37:00,175.64289731206372,83.12,86.59583600362141
2023-06-27 23:38:00,150.29667587880976,83.12,86.60417238871257
2023-06-27 23:39:00,149.47765335952863,83.12,86.68333180745442
2023-06-27 23:40:00,149.32231521606445,83.165,86.65416781107585
2023-06-27 23:41:00,149.34475590847433,83.285,86.65833409627278
2023-06-27 23:42:00,149.27768830023706,83.285,86.64166895548503
2023-06-27 23:43:00,149.28526042425074,83.3,86.68333180745442
2023-06-27 23:44:00,149.10345935169607,83.3,86.67916552225749
2023-06-27 23:45:00,149.69051077659242,83.3,86.67499923706055
2023-06-27 23:46:00,149.21162777557038,83.3,86.62083752950032
2023-06-27 23:47:00,149.7415254143998,83.3,86.5208346048991
2023-06-27 23:48:00,149.40898092696443,83.3,86.44999694824219
2023-06-27 23:49:00,150.30997331812978,83.3,86.46666463216145
2023-06-27 23:50:00,150.81201026728377,83.3,86.63750267028809
2023-06-27 23:51:00,149.71750832581893,83.24,86.60833549499512
2023-06-27 23:52:00,151.2939649010077,83.3,86.58333841959636
2023-06-27 23:53:00,152.00649189949036,83.3,86.55833689371745
2023-06-27 23:54:00,152.5881403684616,83.3,86.55000305175781
2023-06-27 23:55:00,152.31889605522156,83.3,86.59583918253581
2023-06-27 23:56:00,152.10362839698792,83.3,86.55000305175781
2023-06-27 23:57:00,152.09820687770844,83.3,86.5250015258789
2023-06-27 23:58:00,151.78943890333176,83.3,86.5
2023-06-27 23:59:00,151.53759914636612,83.3,86.5
2023-06-28 00:00:00,149.8289697766304,83.3,86.55416997273763
2023-06-28 00:01:00,148.31551390886307,83.3,86.62500381469727
2023-06-28 00:02:00,146.9510322213173,83.3,86.62917073567708
2023-06-28 00:03:00,146.32677978277206,83.3,86.69166692097981
2023-06-28 00:04:00,145.4666069149971,83.3,86.64583524068196
2023-06-28 00:05:00,144.63585752248764,83.3,86.61250495910645
2023-06-28 00:06:00,144.44334065914154,83.3,86.62083752950032
2023-06-28 00:07:00,142.1378406798467,83.3,86.66666793823242
